"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff","overlap0","f"
"year[42,2]",-0.103344399768439,0.752375130086154,-1.55304378608675,-0.616460478921367,-0.114864324578872,0.406328750889438,1.38652274189087,1.00031815221575,6980,1,0.55725
"year[43,2]",0.804064042073141,0.591834746902372,-0.403448540106833,0.413782481264551,0.820820066266299,1.2044877103487,1.92718084253561,1.00010211888921,40000,1,0.910025
"year[44,2]",0.214983835443349,0.665274941252491,-1.11892213093403,-0.228870832675095,0.222485672559579,0.666546474225601,1.50057957146175,1.00003327558934,30805,1,0.63035
"year[45,2]",-0.090639157186359,0.693727827177964,-1.46860567478676,-0.556836771789978,-0.0858537943978236,0.383286289504957,1.23927975244231,1.00010197976258,40000,1,0.548525
"year[46,2]",-0.0797883227889668,0.832909296069332,-1.71304112405627,-0.63702640976541,-0.0774808668306113,0.475174121617141,1.55028393182132,1.00030661647051,23991,1,0.538375
"year[47,2]",-0.685309706496104,0.691271666451408,-2.11160392085074,-1.1334915123047,-0.658419130332907,-0.209428456100219,0.597625581970404,1.0001303463803,14468,1,0.841175
"year[48,2]",0.259350251478072,0.500131019303976,-0.727807687357941,-0.07536739258444,0.262577319176692,0.596208708433029,1.2338857964601,1.00018204883472,13094,1,0.699325
"year[49,2]",0.180258815326131,0.819619924134896,-1.4210789762422,-0.36845669185029,0.171145412224379,0.726960651783321,1.80019869089093,1.00027421168979,11623,1,0.585175
"year[50,2]",0.700913539548732,0.660358575042375,-0.620825452071763,0.256465331037849,0.712958713431033,1.1545975203191,1.9622460268622,1.00037663791135,6062,1,0.854875
"year[51,2]",0.443385529367608,0.644140178520917,-0.813434795914137,0.0069222964036239,0.443108898061199,0.88141089818489,1.69878945235399,1.00009511075204,18565,1,0.753775
"year[52,2]",0.0522308291970878,0.82238601533916,-1.57046085301585,-0.505542796818778,0.053929064244663,0.611858732446365,1.65790175871795,1.0001814807829,13399,1,0.52625
"year[53,2]",-0.578079923409405,0.788462622048873,-2.12862958170616,-1.1055642792719,-0.578405194297165,-0.0565148879905392,0.988000373649914,1.00006404857297,40000,1,0.771225
"year[54,2]",0.350826855399473,0.591146304051326,-0.787799009678284,-0.0535275726547259,0.340502188404339,0.747736256008854,1.52536265063205,1.00003599841969,34589,1,0.7189
"year[55,2]",0.163868790195828,0.758428599317356,-1.37173837322097,-0.337074612578497,0.178105268983282,0.68866471537044,1.60378898478096,1.000077621679,40000,1,0.5918
"year[56,2]",0.00776182084982114,0.845743674555875,-1.63368945556372,-0.561004386328816,0.00494100901270461,0.571956045589052,1.67686298369133,1.00130772364243,1868,1,0.5023
"year[57,2]",0.0389808816414725,0.769751340227023,-1.48712169443227,-0.477366399483556,0.0463938345884219,0.561419618485113,1.53148301425254,1.00012678742886,14562,1,0.5237
"year[58,2]",-0.162641118552676,0.814489530987028,-1.76959472059963,-0.709191458739443,-0.157257255232306,0.387810795539289,1.4291827349078,1.00014968053521,16065,1,0.57615
"year[59,2]",0.143978453745109,0.812796912370444,-1.45956087655837,-0.402719666780956,0.145578016158737,0.690134025672506,1.7434163049283,1.00073857869723,3535,1,0.572175
"year[60,2]",0.42876437266237,0.628260957098109,-0.794807691534316,0.00285812916359087,0.422705959953715,0.852062729116135,1.67127847110496,1.00004049483924,40000,1,0.75165
"year[61,2]",0.311983690354759,0.793051202765804,-1.247730602648,-0.218057553978338,0.317085448757333,0.844982682989187,1.86810567191222,1.00034434740184,10458,1,0.6554
"year[62,2]",0.190147805068283,0.827031524318892,-1.429590568248,-0.365493693547761,0.189286726842558,0.7408391605938,1.81352157534195,1.0005212086725,6191,1,0.59325
"year[63,2]",-0.120728856439246,0.817487894727886,-1.73533700806965,-0.671443896072642,-0.119195054461145,0.434780017391347,1.48681530243755,1.00021168577753,14675,1,0.55745
"year[64,2]",0.254798354300731,0.818961397758766,-1.35666648686062,-0.291236859749752,0.252738776132648,0.804223076429831,1.86025447569599,1.00021242866213,10419,1,0.62285
"year[65,2]",1.40409875277819,0.594792753188437,0.284958789410808,0.992899214042948,1.39076273438084,1.79933067477003,2.59972444434317,1.0001593377485,12595,0,0.9939
"year[66,2]",0.208656769011779,0.74107581987087,-1.24337845690645,-0.28649048378142,0.207166123457948,0.704828406803203,1.67474731139838,1.00062143738353,3814,1,0.610275
"year[67,2]",-0.209535342609522,0.822938858122319,-1.83301251944766,-0.758703692622052,-0.205471872525303,0.342342912567428,1.39847859424919,1.00031629598721,15041,1,0.601075
"year[68,2]",0.962543256681623,0.5221058004286,-0.0395607836767874,0.607157741709036,0.954421199198437,1.30902281797574,1.99809814353471,1.00011396013665,18351,1,0.9704
"year[69,2]",-0.136459408609102,0.807627349974366,-1.73474882262639,-0.678308438178022,-0.125919702174469,0.409689901564784,1.42507106351878,1.00047401039654,5502,1,0.5626
"year[70,2]",0.38735803334089,0.678623890193974,-0.926101018662201,-0.0721656061788694,0.378443291445649,0.838811011552963,1.73964676100764,1.0001081738049,25414,1,0.714775
"year[71,2]",0.298412155477603,0.709893550462214,-1.05965369764818,-0.189209635422568,0.292712930316686,0.775245307259637,1.71257044071199,1.00006124514792,22943,1,0.65715
"year[72,2]",0.00654890423956938,0.829603377713831,-1.62429323003067,-0.541576883448115,0.00841563179517728,0.565855063223019,1.63455941502755,1.00010770706123,21043,1,0.5047
"year[73,2]",0.253326683698201,0.797272593644229,-1.29699993533393,-0.282163124873355,0.24411437727639,0.790403706301377,1.84035452034855,1.00032977148825,7919,1,0.6237
"year[74,2]",0.414418710586267,0.839370259549954,-1.18424383427023,-0.158132804892741,0.400124269960848,0.971926781658265,2.10514622248674,1.00037635160717,12622,1,0.684425
"year[75,2]",0.272748276479082,0.799634309251888,-1.28500338653461,-0.271192911910842,0.272552832552622,0.815157346963385,1.84821409702399,1.00078039502236,3770,1,0.6316
"year[76,2]",-0.418671975122257,0.663593167236989,-1.74901240953449,-0.861591211010624,-0.40649487909901,0.0312737341841475,0.846102342156506,1.00009041191576,18142,1,0.734375
"year[77,2]",-0.0194625742550813,0.830411506765986,-1.63608623704884,-0.581991626320708,-0.0167639560898625,0.534536441328817,1.62392612932289,1.00005075064899,32233,1,0.50875
"year[78,2]",0.114313496934067,0.822763047642063,-1.50694063593944,-0.436139703042195,0.111015175647033,0.664789356506175,1.73514160786321,1.00032467519672,8978,1,0.554725
"year[79,2]",-0.0241841215531941,0.834239677480155,-1.66234295729844,-0.581245560398289,-0.0193166767525559,0.53743011797034,1.60808925108857,1.00014059915777,21040,1,0.51005
"year[80,2]",0.508973375177985,0.788142139538438,-1.02834799144398,-0.0271130724374003,0.511346131224166,1.05136259262848,2.03186500992116,1.00061828874411,3790,1,0.738875
"year[81,2]",-0.0103904288855816,0.727523553305293,-1.45347438391425,-0.498662477648577,-0.00187268748050809,0.483342146641499,1.39354001548825,1.000332481398,8159,1,0.501075
"year[82,2]",-0.367154697746141,0.671722024489295,-1.68241262502928,-0.821228030971512,-0.363900347111938,0.0856246218215224,0.956835768378958,1.00005393375722,40000,1,0.706975
"year[83,2]",0.0581063256239317,0.776973748798425,-1.46772074973908,-0.459231645211774,0.0590638220521298,0.587485225470595,1.56624504625194,1.00009375136426,18047,1,0.529875
"year[84,2]",0.0431364811380253,0.829110382295986,-1.59140286267851,-0.514543993832579,0.0484182028326307,0.60071184946463,1.64969749901018,1.00037834850102,6237,1,0.524475
"year[85,2]",0.904768338474104,0.865808769925027,-0.812686496525191,0.314573583802777,0.926477836822772,1.51161245939219,2.5417468410222,1.00065873257385,3707,1,0.845725
"year[86,2]",0.869215527926353,0.51456627133829,-0.10276400231468,0.517965799761668,0.855925490818555,1.20555800739644,1.92026164239081,1.00005283256101,26965,1,0.9593
"year[87,2]",-0.0261695816308169,0.783195525477845,-1.58760172670013,-0.551336193981225,-0.0183590563203251,0.506795829978777,1.49053510668322,1.00010938194887,40000,1,0.508725
"year[88,2]",0.828077244453148,0.691304063565192,-0.519657778936974,0.357628590940043,0.824754994775852,1.29636608497343,2.17348090250562,0.999972171111392,40000,1,0.88555
"year[89,2]",0.689043198397545,0.797345019368901,-0.798313797931694,0.132256031624167,0.662416130346159,1.22836558789332,2.30157360887952,1.00307214083234,817,1,0.80215
"year[90,2]",0.481246856591626,0.82885483769523,-1.13293788572082,-0.0805578076897858,0.476355485084436,1.04215265470455,2.10804301049885,1.00155046567477,1696,1,0.71725
"year[91,2]",-0.10078530922631,0.61713022590806,-1.2594372494713,-0.525320411142052,-0.11717529452885,0.303882007465347,1.15769330038987,1.00005276325464,40000,1,0.575125
"year[92,2]",-0.08073156507237,0.82860492310997,-1.72624986111132,-0.636943384899257,-0.0788834348107265,0.473963405603631,1.53516012219289,1.00019072278246,11178,1,0.538375
"year[93,2]",0.692223905442199,0.851799334944523,-0.921558970935351,0.101282764325107,0.676152991802842,1.27118076097504,2.38419410214544,1.00029852005618,8121,1,0.786
"year[94,2]",0.197013725719439,0.829406520289529,-1.43777099169177,-0.361714025068979,0.195900033172395,0.756874554013552,1.82002811455025,1.0001945258831,10640,1,0.59155
"year[95,2]",0.525031198517924,0.847006429599139,-1.20985456109236,-0.0426457179773832,0.555207038144334,1.12330444638542,2.07970651132903,1.00049740424913,5483,1,0.73475
"year[96,2]",0.0205198082029694,0.831911955610426,-1.60642904141059,-0.540216537172079,0.0247445378390806,0.578628230028552,1.64372826618149,1.00025496897201,11373,1,0.51145
"year[97,2]",-0.0415512392806263,0.829954998985803,-1.68296543857978,-0.59560919761092,-0.0397911924932975,0.524280298270655,1.55988115780648,1.00016845647374,13877,1,0.51875
"year[98,2]",0.0383932809055728,0.846613385142364,-1.60234537343888,-0.531031374286174,0.0350406856613716,0.604847784829189,1.71685078166649,1.0001987633051,34164,1,0.517275
"year[99,2]",0.601404653669098,0.696097422921705,-0.798890148987087,0.136077736259597,0.612980636644785,1.0831561552845,1.93066519321276,1.00019796559719,12630,1,0.807275
"year[100,2]",-0.106417242136202,0.832616061626548,-1.74910834465898,-0.658149380930206,-0.100200515624363,0.452980632087496,1.52163372656825,1.00056993803359,4352,1,0.54815
"year[101,2]",0.177497108861829,0.861250263889393,-1.50854353810748,-0.406683046478599,0.177477540071664,0.758235669790172,1.86926906379524,1.00011717834965,28972,1,0.57985
"year[102,2]",0.190523581525188,0.809311097719769,-1.37793365734203,-0.358344360066873,0.189117098670275,0.73418838306695,1.77886110690862,1.00024288086579,9211,1,0.591625
"year[103,2]",0.0217295275463864,0.787546221665337,-1.55469798596753,-0.505319756449958,0.0367565464710203,0.557093736368673,1.52349668206792,1.00041124646876,5543,1,0.51805
"year[104,2]",-0.134218923727455,0.824628972048842,-1.77387148997515,-0.688942484820557,-0.127721096983257,0.424278356199192,1.471569642898,1.00011111577733,17284,1,0.560875
"year[105,2]",0.0963665376059222,0.634123953580963,-1.17018473192645,-0.330200189010263,0.105364604335021,0.524365341693633,1.32301303185322,1.00019679576806,12329,1,0.564325
"year[106,2]",-1.33762564125894,0.741904275970852,-2.77287858996837,-1.83544766548146,-1.34679110013635,-0.847412704624868,0.148264031434311,1.0000748114227,21625,1,0.96215
"year[107,2]",1.17569472542986,0.799794981806904,-0.441852141731254,0.643168448210292,1.19897340557867,1.73108971743271,2.67811371792006,1.0004845246527,5228,1,0.92365
"year[108,2]",0.0536839139815923,0.837494533034252,-1.58929400362058,-0.509608300286169,0.0584099618092466,0.616840811752452,1.69285096957083,1.00062570795303,4261,1,0.527725
"year[109,2]",0.0545799534936176,0.773888272228932,-1.42584714558196,-0.480335100129909,0.0422688781495485,0.578691956803046,1.58479321791699,1.00023715852822,8883,1,0.52165
"year[110,2]",-0.384910925606581,0.766694072137592,-1.86926137685298,-0.904472749890623,-0.397408818696205,0.122387397905644,1.16225310849311,1.00064187654778,4110,1,0.697875
"year[111,2]",-0.268440283667344,0.832811157268047,-1.89843845760794,-0.835010922145938,-0.267414843614841,0.296383955706107,1.35943654420751,1.00017753139711,14700,1,0.625375
"year[112,2]",-0.00989692589944005,0.741126922869316,-1.48263649318656,-0.50462716854292,0.00126512985084062,0.495476028240019,1.41962681948835,1.00020479449543,11314,1,0.49925
"year[113,2]",0.557755577021135,0.79808877832306,-0.936756048314888,0.00435529370079896,0.542675774039173,1.09068830317259,2.17024538893099,1.00042367758727,6624,1,0.751575
"year[114,2]",0.114339799955859,0.828031201834166,-1.49903649820563,-0.442248046074692,0.112981493721104,0.670839150887345,1.75118911067062,1.00056979749269,4469,1,0.553175
"year[115,2]",0.13664092950265,0.810819914464076,-1.45486960775378,-0.412174583427495,0.140759155183287,0.687599006790039,1.71908224690643,0.999993847853572,40000,1,0.5683
"year[116,2]",-0.194957021963073,0.802428535232499,-1.77916658799407,-0.732877474270453,-0.19009610802031,0.349810256644671,1.35701116041006,1.00052534666103,4764,1,0.591075
"year[117,2]",0.280067244274023,0.832099544969062,-1.34711336046712,-0.280979341890629,0.272754872832935,0.840184087942891,1.91499430341992,1.00202432068019,1332,1,0.63045
"year[118,2]",1.01858892185209,0.785023073731379,-0.547478308487555,0.489910956030038,1.03599150239389,1.55549788615746,2.50989079124073,1.00002137519831,40000,1,0.898125
"year[119,2]",0.206781560834919,0.8089373128353,-1.37090941719325,-0.345127055184042,0.20983269157405,0.749267038709675,1.80269014040665,1.00076560668254,3144,1,0.600675
"year[120,2]",0.405607459670111,0.532829640584817,-0.612634718338676,0.0415016536836259,0.392168724100709,0.757712237618133,1.48460292185978,1.00025809173398,9180,1,0.775125
"year[121,2]",0.0722138850889425,0.838357541841763,-1.58080543490099,-0.494053326630845,0.0792743508183443,0.6383921090141,1.70113531941299,1.00039277207809,17318,1,0.53795
"year[122,2]",0.122704524149809,0.826638061915393,-1.48666068330359,-0.434339647362479,0.122231402899334,0.675111177161981,1.7497020164076,1.00021405380419,13051,1,0.558825
"year[123,2]",-0.146148227176191,0.81750423625892,-1.75947130291793,-0.690037888648361,-0.143242511710398,0.406096100024973,1.44962899064947,1.00030730321084,7170,1,0.568875
"year[124,2]",-0.741572002853576,0.783011722234851,-2.20784472352619,-1.27851964721939,-0.776054307815135,-0.2304509100998,0.893654700011034,1.00015104528062,23073,1,0.830075
"year[125,2]",-0.117650229978503,0.827412202295212,-1.76507073351181,-0.666698698215045,-0.110457008817417,0.440134981585694,1.47408062310546,1.00070477875063,3929,1,0.553075
"year[126,2]",0.418303286857001,0.831101157564906,-1.21033876135622,-0.144342583837033,0.418697349518496,0.972998366841181,2.04570206872589,1.00019170911944,17557,1,0.693925
"year[127,2]",0.567808482392147,0.738688295182848,-0.826571803931863,0.0592539071285879,0.550723722962409,1.05698959231819,2.08057664705106,1.00042936631587,6017,1,0.77595
"year[128,2]",-0.197793109430003,0.834012583430751,-1.84920695423311,-0.750544478869858,-0.192887405004213,0.359815634698025,1.43700891773717,1.00035559447781,6651,1,0.5937
"year[129,2]",0.266768044506272,0.815063965992434,-1.32635563913272,-0.280053848843216,0.262758465919192,0.81187702940307,1.88600901057721,1.00005330224418,40000,1,0.627825
"year[130,2]",0.158619474262958,0.835313787564091,-1.48192109366885,-0.400018053744785,0.159011233688172,0.727213606647591,1.78432043094013,1.0005818672362,5162,1,0.57565
"year[131,2]",-0.113419834527806,0.808574190965057,-1.72652012419787,-0.656009755823134,-0.106314913798992,0.438025034574019,1.44450291952069,1.00030942248276,8185,1,0.55045
"year[132,2]",0.0445322588161251,0.822144947163829,-1.55919483452733,-0.509208186121515,0.0413393478046824,0.59813138799232,1.66742631519952,1.00028998479366,8662,1,0.518675
"year[133,2]",0.959208962650797,0.912360443006268,-0.860339394663766,0.311952672533663,1.0011634566494,1.63958650246068,2.59662337024727,1.00083029628846,3367,1,0.839875
"year[134,2]",0.145290082249005,0.712702350229461,-1.2065949422804,-0.346557357123984,0.129633945598107,0.623397623286108,1.56454286624865,1.00031721809006,15380,1,0.572175
"year[135,2]",-0.117285245964682,0.832570963855544,-1.76236749781272,-0.678076274191592,-0.116482537093236,0.443648345995813,1.51703116705879,1.00161647290857,1604,1,0.554475
"year[136,2]",0.43688784867796,0.634117676302129,-0.80537332947411,0.00815483445064422,0.436877868667858,0.861480326371033,1.68412469844275,1.0003081270846,7454,1,0.7535
"year[137,2]",-0.0140784532988311,0.822331957664845,-1.61149432263219,-0.568102584378728,-0.0187948763100738,0.540758877028822,1.61470520623136,1.00002732810038,40000,1,0.50915
"year[138,2]",0.403424402059897,0.758444556603221,-1.03573497147914,-0.1201981635853,0.390403627011094,0.909149261094116,1.93309782288466,1.00050835407371,5115,1,0.6953
"year[139,2]",0.0117373468198934,0.834451761854693,-1.63150129633482,-0.550867651391987,0.0111468293294598,0.575841973614357,1.63197083697092,1.00115825468424,2585,1,0.505675
"year[1,3]",0.41140210766673,0.458534286827098,-0.491278317547976,0.102961840135411,0.412868887601119,0.720927921464575,1.31010981927105,1.00005484517853,28217,1,0.814925
"year[2,3]",0.316949446209267,0.759362026218112,-1.1699591819404,-0.196319547036905,0.315358079267736,0.825627100712029,1.81668214386338,1.00014193279796,20371,1,0.66185
"year[3,3]",-0.117507707549729,0.813811378335305,-1.71783773338096,-0.662959354286124,-0.118975402876337,0.427687728978402,1.47201451568916,1.00089058187982,2781,1,0.55615
"year[4,3]",0.826375480224679,0.845513032799992,-0.838251003431937,0.247980036573972,0.836601822545077,1.40686555522838,2.44343515419505,1.0006331744503,3706,1,0.832
"year[5,3]",-0.955574259510005,0.499733057946972,-1.93864315327162,-1.29132340902952,-0.955473650073954,-0.622464635419043,0.0300588574582129,1.00023448121998,9384,1,0.97165
"year[6,3]",0.308590291123392,0.6299613493522,-0.919920564728544,-0.112833819145459,0.308612695110369,0.732438789145961,1.53938685432775,1.00013090063499,14983,1,0.68835
"year[7,3]",-0.0844819346184047,0.791346887325014,-1.6494759683206,-0.612718804285472,-0.0863151812066097,0.447727908391841,1.44688478364395,1.0001005075337,19170,1,0.542775
"year[8,3]",0.254793010867891,0.810769189232268,-1.3770289665815,-0.28655398243918,0.271377633848421,0.812257743023177,1.80305396382074,1.00011792767066,16888,1,0.630125
"year[9,3]",0.339969688937397,0.820811198483822,-1.24436371110068,-0.213496877352224,0.330351903393705,0.886502195392292,1.98910551223728,1.00057521867453,4335,1,0.658875
"year[10,3]",0.165158373081,0.703373480333644,-1.22114864157224,-0.304853300267199,0.168240365669648,0.635735406774401,1.54335321391813,1.00019886563253,12956,1,0.5953
"year[11,3]",-0.0859306535676233,0.72374696237362,-1.5365120792945,-0.564264627930059,-0.0767396593487769,0.402998701747248,1.30634604027161,1.00001655697655,40000,1,0.54325
"year[12,3]",0.0960841461646807,0.81829693763369,-1.50428399480179,-0.450513958336683,0.0901010845913128,0.645842940902885,1.6961183728284,1.00024098488074,9907,1,0.5433
"year[13,3]",0.268876264039816,0.829021194028698,-1.35617294652775,-0.280516322924339,0.262771446761532,0.824705788958638,1.90753730428351,1.00094257623007,2883,1,0.628425
"year[14,3]",1.27663397864615,0.727749663440334,-0.185036244055699,0.792554220027533,1.28446417431468,1.76930224666258,2.6750746203942,1.00016607250473,13797,1,0.958375
"year[15,3]",0.177837758121061,0.762061204000797,-1.32805210782889,-0.33228545639792,0.182838367559578,0.692931371800046,1.65228088163746,1.00027356019065,7765,1,0.595825
"year[16,3]",0.242054668865335,0.82480395413167,-1.36031672756355,-0.311894856863882,0.232422452885683,0.791483374768026,1.88253456900362,1.00057725230348,4473,1,0.61545
"year[17,3]",-0.320426042206535,0.770171216302446,-1.77696877396024,-0.854554788696485,-0.337734509996419,0.195906460017516,1.23519067347566,1.00056060382179,6767,1,0.66795
"year[18,3]",-0.150026913347125,0.82608925934785,-1.77932681994914,-0.709206807155343,-0.144097046095771,0.406186210752211,1.46137926267147,1.00022893931677,9431,1,0.56895
"year[19,3]",-0.155103443560153,0.760755570625482,-1.6878394980985,-0.659535381397002,-0.144240418116362,0.35643644060931,1.32035687573831,1.00014970785495,12794,1,0.57535
"year[20,3]",-0.12126208978157,0.8299925862367,-1.75072830060491,-0.675914564106076,-0.117481292333263,0.43592483010684,1.49083892765275,1.0001260173058,17084,1,0.556
"year[21,3]",0.312472071743657,0.799218581793094,-1.24321051695946,-0.223783496091754,0.307076668890882,0.849155760135085,1.87982252827137,1.00014716276921,13062,1,0.65235
"year[22,3]",0.0627036494677859,0.823784080633721,-1.54819635627121,-0.489998661257914,0.0580186583035084,0.616267174291975,1.6778717558339,1.00066074948425,3777,1,0.529
"year[23,3]",0.512323023428349,0.842716143190065,-1.15205037294516,-0.0505780953348432,0.515228734322765,1.08820300765947,2.14859885707483,1.00283898317571,878,1,0.7304
"year[24,3]",-0.0544047679783888,0.674687819887875,-1.35496918092687,-0.513868251351486,-0.0609096209192481,0.396344131480321,1.28762001509403,1.00009215715815,32237,1,0.535875
"year[25,3]",-0.609507788687983,0.714865328354377,-1.95199760535921,-1.10195134381974,-0.638388862681047,-0.135398706459351,0.84050519575965,1.00022575386942,10268,1,0.802975
"year[26,3]",0.161599181851109,0.643919398364611,-1.07900202210112,-0.277453656773768,0.160428855156902,0.597682877460569,1.42783808942276,1.00007828511576,21896,1,0.5946
"year[27,3]",0.220761722099416,0.821552884016542,-1.38212458613852,-0.336103507243281,0.220642701417015,0.769228650124733,1.8440210804994,1.00020686499349,10455,1,0.607525
"year[28,3]",0.246595600252014,0.813388407561082,-1.32152462749723,-0.310744631809673,0.239030124281336,0.792704964624313,1.86699807739569,1.0006721552619,3551,1,0.6141
"year[29,3]",-0.208724796774055,0.774929135502586,-1.76728440036855,-0.717792806734154,-0.194622604377519,0.317795611662589,1.26594436542258,1.00024175528246,9369,1,0.60205
"year[30,3]",0.224234277764907,0.832055187761104,-1.4312879975361,-0.331980638243476,0.229021601917796,0.779959744447627,1.86325810484304,1.00027235567207,10869,1,0.606975
"year[31,3]",0.396049867234742,0.602463455533616,-0.76999242304208,-0.0153006054225658,0.386976075937524,0.799884965636211,1.60136917973958,1.00005663096388,29387,1,0.7414
"year[32,3]",0.146932959171665,0.802250437941982,-1.42288098395978,-0.39501073239416,0.144781832390085,0.689326008545371,1.71411736622264,1.00014423190436,15561,1,0.5703
"year[33,3]",-0.023332833567939,0.704420660357838,-1.42838533950238,-0.491124019182433,-0.0126339627076321,0.457740122094165,1.33032322419945,1.00014023590567,40000,1,0.506775
"year[34,3]",0.0167474163751985,0.77585993857963,-1.54827640931604,-0.497246284167261,0.0271635347459508,0.540583491660199,1.51070217972928,1.00006772369316,25687,1,0.51395
"year[35,3]",-0.123668880295263,0.816582309907641,-1.72241564388314,-0.672040375014147,-0.12327429181067,0.42546221073705,1.47099830679346,1.0001725702271,17362,1,0.56165
"year[36,3]",-0.110685868176426,0.660405576502748,-1.36613996679408,-0.564425314036049,-0.121463247337594,0.332078293717613,1.20591337288204,1.00000555489523,40000,1,0.574475
"year[37,3]",0.251445109537839,0.831992221522032,-1.38349442650541,-0.307847968989652,0.256231384872957,0.812551503678219,1.86897562399145,1.0009267163751,2810,1,0.617375
"year[38,3]",-0.086395311986667,0.791695918369997,-1.64792428751726,-0.61359948855904,-0.081709273117609,0.444091236244449,1.46321933667021,1.00022621154632,9920,1,0.541475
"year[39,3]",0.0675572769305591,0.848862210640801,-1.57959029154362,-0.503418068868226,0.061383101530894,0.63192036652775,1.74955441373726,1.00035476496939,6275,1,0.52685
"year[40,3]",0.306389764786807,0.740097225705,-1.17498979066845,-0.18475964028463,0.318495481202531,0.808039626565805,1.72787353366679,1.00007952945142,30469,1,0.6664
"year[41,3]",-0.264965185902735,0.833126858481339,-1.88098585731856,-0.81887068446714,-0.272036203671926,0.295542105070973,1.39550923357625,1.00282912372579,971,1,0.628125
"year[42,3]",-0.875653127940172,0.821497190928374,-2.45953576020806,-1.43636261453524,-0.886862623717269,-0.325963825899819,0.764566098931808,1.0012231480862,2062,1,0.85535
"year[43,3]",0.553161522253788,0.658579978558255,-0.747870211296569,0.111869080909766,0.558583256574837,1.00649035087894,1.82201608329127,1.00013430386274,30243,1,0.79965
"year[44,3]",0.467962688116402,0.639630784981657,-0.815950012990724,0.0433040558385314,0.482849904122679,0.902300089520194,1.69979877177943,1.00018148091067,12731,1,0.76985
"year[45,3]",-0.11802476926131,0.666920635561797,-1.43899745247426,-0.563869785557564,-0.110923388004935,0.332078888750275,1.17957571129248,1.00011699638484,40000,1,0.56645
"year[46,3]",-0.0542167674659622,0.838250231707772,-1.69137112679965,-0.615544140312987,-0.0540356170304607,0.510890591565719,1.58813678570687,1.00003243326346,40000,1,0.52685
"year[47,3]",-0.806537915520252,0.678945725206055,-2.1931015358497,-1.24671769664907,-0.784549055149697,-0.338450119722214,0.472080973079351,1.00016353384904,12263,1,0.88755
"year[48,3]",-0.232382780097753,0.506001176543817,-1.2322235277941,-0.56816005496282,-0.234643422826508,0.109472545697385,0.750890314914241,1.00017003649753,16373,1,0.67625
"year[49,3]",-0.177788936590555,0.831661401575445,-1.81428226801998,-0.733038346673957,-0.172438924460567,0.382472318029802,1.44544234343576,1.00006518177446,33654,1,0.5844
"year[50,3]",0.045276264566037,0.646663257821216,-1.21438440544753,-0.392950408024746,0.0421214666849148,0.48230260699553,1.32438539393218,1.00033229872016,6765,1,0.5248
"year[51,3]",-0.468484763228965,0.623575250864164,-1.69609771733591,-0.885915956600519,-0.470229335362929,-0.0476481934627539,0.757549774396067,1.00001962162166,40000,1,0.774275
"year[52,3]",-0.0720790480850949,0.806913255579429,-1.66111810412034,-0.61810587836553,-0.0671022150720195,0.47821754791206,1.48966561112432,1.00053515007231,4929,1,0.5334
"year[53,3]",0.4349600992168,0.739589787930825,-1.03976349347627,-0.0578929448104503,0.445795416313367,0.931531441513514,1.88005739023204,1.00024737142556,9917,1,0.724375
"year[54,3]",0.0456575214069645,0.619093273695161,-1.15142663608009,-0.377979918254269,0.0355191813102357,0.458346354811172,1.28503622778767,1.00004980299565,39569,1,0.524775
"year[55,3]",-0.111416154514561,0.758050649732346,-1.62417298554861,-0.616422345715128,-0.100560805604915,0.409163991714218,1.3430088117199,1.00038083549622,6671,1,0.552575
"year[56,3]",0.366702930567193,0.821970394332978,-1.23646339445368,-0.180371662277857,0.363125322071358,0.917720950710072,1.99739133734207,1.00042287696755,5431,1,0.67265
"year[57,3]",-0.222432456763301,0.795533103999064,-1.83807836651511,-0.744345271208009,-0.21191961335274,0.314439964234381,1.30331107539441,1.00013204856359,21210,1,0.605125
"year[58,3]",-0.127781198402672,0.822765634715495,-1.76154979000387,-0.677434701861558,-0.11478061660343,0.427464287994909,1.47458727359756,1.00030926780216,7221,1,0.55595
"year[59,3]",-0.154305418887816,0.830593274829993,-1.79897513528336,-0.708381483689487,-0.151295083895252,0.404313555624186,1.47384143982907,1.00085288059364,2872,1,0.573525
"year[60,3]",-0.489609404293569,0.633104173249011,-1.69987783932109,-0.918523916508733,-0.500456395303799,-0.0681387307021393,0.776320846451045,1.00018271931223,11779,1,0.78065
"year[61,3]",0.216506743493047,0.780351187172742,-1.3297470044189,-0.302918545283612,0.219555466833824,0.742855035828338,1.73655788773904,1.00038201791456,10881,1,0.61355
"year[62,3]",0.120725958329273,0.813782964097061,-1.47044044785383,-0.422400070775222,0.120946018761268,0.663402187664468,1.7157449067035,1.00018767615899,12701,1,0.558375
"year[63,3]",-0.0989870942719365,0.815919950586577,-1.72273271624292,-0.646785990263337,-0.0934640162486991,0.460783620970578,1.48484659741424,1.00014804948064,24221,1,0.54585
"year[64,3]",-0.133992253511832,0.837917420806425,-1.7867766273689,-0.698475197902302,-0.133183406812282,0.425206124294182,1.51480535125124,1.00020507180214,12618,1,0.56085
"year[65,3]",-0.874295538657103,0.460234155427201,-1.76272931705303,-1.18485724926471,-0.880461226744394,-0.566345615325248,0.0394002604136874,1.00009128472681,28450,1,0.9695
