"common_name","code","sci_name","code6","nombre_comun_MX","birdofprey","woodpecker","hummingbird","waterfowl","shorebirds","waterbird_guild","in_Andradeetal2022","habitat_guild","habitat_guild_Andradeetal2022","trait_cluster","cultural_niche","in_Warrenetal2019","habitat_guild_Warrenetal2019","in_LermanWarren2011","habitat_guild_LermanWarren2011","PassNonPass","IOCOrder","BLFamilyLatin","BLFamilyEnglish","BLFamSequID","Taxo","English","Diet.Inv","Diet.Vend","Diet.Vect","Diet.Vfish","Diet.Vunk","Diet.Scav","Diet.Fruit","Diet.Nect","Diet.Seed","Diet.PlantO","Diet.5Cat","ForStrat.watbelowsurf","ForStrat.wataroundsurf","ForStrat.ground","ForStrat.understory","ForStrat.midhigh","ForStrat.canopy","ForStrat.aerial","PelagicSpecialist","ForStrat.SpecLevel","Nocturnal","Family","Order","Total.individuals","Female","Male","Unknown","Complete.measures","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","Wing.Length","Kipps.Distance","Secondary1","Hand.Wing.Index","Tail.Length","Mass","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","ESA","DATE","BLM","USFS","NESL","MEXFED","SGCN","NPL","SRANK","GRANK","assessmentId","internalTaxonId","redlistCategory","redlistCriteria","yearPublished","assessmentDate","criteriaVersion","language","rationale","habitat","threats","population","populationTrend","range","useTrade","systems","conservationActions","realm","yearLastSeen","possiblyExtinct","possiblyExtinctInTheWild","scopes","Diet.FruitSeed","Pollinator","SeedDisperser","Invertivore"
"Black Vulture","BLVU","Coragyps atratus","CORATR","Zopilote Com˙n",1,0,0,0,0,NA,0,NA,NA,NA,NA,0,NA,0,NA,"Nonpasseriformes","Accipitriformes","Cathartidae","New World vultures",34,"BL3","Black Vulture",0,10,10,10,0,70,0,0,0,0,"VertFishScav",0,0,100,0,0,0,0,0,1,0,"Cathartidae","Cathartiformes",8,0,3,5,4,60,35,14.8,16.1,76.1,410.1,58.4,352.6,14.3,180,1881.7,"Human Modified",3,2,"Omnivore","Scavenger","Terrestrial",NA,NA,NA,NA,NA,NA,NA,NA,"S1S2B,S3N","G5",93624950,22697624,"Least Concern","",2016,"2016-10-01 00:00:00 UTC",3.1,"English","This species has an extremely large range, and hence does not approach the thresholds for Vulnerable under the range size criterion (Extent of Occurrence &lt;20,000 km2 combined with a declining or fluctuating range size, habitat extent/quality, or population size and a small number of locations or severe fragmentation). The population trend appears to be increasing, and hence the species does not approach the thresholds for Vulnerable under the population trend criterion (&gt;30% decline over ten years or three generations). The population size is extremely large, and hence does not approach the thresholds for Vulnerable under the population size criterion (&lt;10,000 mature individuals with a continuing decline estimated to be &gt;10% in ten years or three generations, or with a specified population structure). For these reasons the species is evaluated as Least Concern.","","","","Increasing","","","Terrestrial","","Nearctic|Neotropical",NA,"false","false","Global",0,0,0,0
"Black-and-white Warbler","BAWW","Mniotilta varia","MNIVAR","Chipe Trepador",0,0,0,0,0,NA,0,NA,NA,NA,NA,0,NA,0,NA,"Passeriformes","Passeriformes","Parulidae","New World warblers",171,"BL3","Black-and-white Warbler",80,0,0,0,0,0,20,0,0,0,"Invertebrate",0,0,0,20,60,20,0,0,1,0,"Parulidae","Passeriformes",20,12,8,0,4,13.7,9,2.9,3.3,17.3,68.8,17,49.7,25.5,46.6,10.9,"Forest",1,3,"Carnivore","Invertivore","Insessorial",NA,NA,NA,NA,NA,NA,NA,NA,"S1","G5",137353554,22721758,"Least Concern","",2021,"2020-10-19 00:00:00 UTC",3.1,"English","This species has an extremely large range, and hence does not approach the thresholds for Vulnerable under the range size criterion (Extent of Occurrence &lt;20,000 km<sup>2</sup> combined with a declining or fluctuating range size, habitat extent/quality, or population size and a small number of locations or severe fragmentation). Despite the fact that the population trend appears to be decreasing, the decline is not believed to be sufficiently rapid to approach the thresholds for Vulnerable under the population trend criterion (&gt;30% decline over ten years or three generations). The population size is extremely large, and hence does not approach the thresholds for Vulnerable under the population size criterion (&lt;10,000 mature individuals with a continuing decline estimated to be &gt;10% in ten years or three generations, or with a specified population structure). For these reasons the species is evaluated as Least Concern.","","","The global population is estimated to number 18 million mature individuals (Partners in Flight 2019).","Stable","","","Terrestrial","","Nearctic|Neotropical",NA,"false","false","Global",20,0,0,1
"Black-bellied Whistling-Duck","BBWD","Dendrocygna autumnalis","DENAUT","Pijije Alas Blancas",0,0,0,1,0,"Dabbler",0,NA,NA,NA,NA,0,NA,0,NA,"Nonpasseriformes","Anseriformes","Anatidae","Ducks, geese and swans",14,"BL3","Black-bellied Whistling-duck",10,0,0,0,0,0,0,0,0,90,"PlantSeed",0,50,50,0,0,0,0,0,1,0,"Anatidae","Anseriformes",6,2,3,1,4,50.8,34.6,18.3,16.1,52.7,240.8,79.1,163.4,32.7,66,755.3,"Wetland",3,2,"Herbivore","Herbivore terrestrial","Terrestrial",NA,NA,NA,NA,NA,NA,2,NA,"S2B, S3N","G5",138940651,22679780,"Least Concern","",2021,"2020-11-12 00:00:00 UTC",3.1,"English","This species has an extremely large range, and hence does not approach the thresholds for Vulnerable under the range size criterion (Extent of Occurrence &lt;20,000 km<sup>2</sup> combined with a declining or fluctuating range size, habitat extent/quality, or population size and a small number of locations or severe fragmentation). The population trend appears to be increasing, and hence the species does not approach the thresholds for Vulnerable under the population trend criterion (&gt;30% decline over ten years or three generations). The population size is very large, and hence does not approach the thresholds for Vulnerable under the population size criterion (&lt;10,000 mature individuals with a continuing decline estimated to be &gt;10% in ten years or three generations, or with a specified population structure). For these reasons the species is evaluated as Least Concern.","","","The global population is inferred to number 200,000-2,000,000 mature individuals (Wetlands International 2020).","Increasing","","","Terrestrial|Freshwater (=Inland waters)","","Nearctic|Neotropical",NA,"false","false","Global",0,0,0,0
"Black-chinned Hummingbird","BCHU","Archilochus alexandri","ARCALE","ColibrÌ Barba Negra",0,0,1,0,0,NA,1,"Desert","Desert","Hummingbird","Friend",0,NA,1,"Desert","Nonpasseriformes","Apodiformes","Trochilidae","Hummingbirds",79,"BL3","Black-chinned Hummingbird",10,0,0,0,0,0,0,90,0,0,"FruiNect",0,0,0,50,40,0,10,0,1,0,"Trochilidae","Caprimulgiformes",4,2,2,0,4,21.6,17.2,1.4,1.6,3.9,42.4,27.4,15,64.4,24.5,3.4,"Forest",2,3,"Herbivore","Nectarivore","Aerial",NA,NA,NA,NA,NA,NA,NA,NA,"S5","G5",181732493,22688196,"Least Concern","",2021,"2020-10-12 00:00:00 UTC",3.1,"English","This species has a very large range, and hence does not approach the thresholds for Vulnerable under the range size criterion (Extent of Occurrence &lt;20,000 km<sup>2</sup> combined with a declining or fluctuating range size, habitat extent/quality, or population size and a small number of locations or severe fragmentation). The population trend appears to be increasing, and hence the species does not approach the thresholds for Vulnerable under the population trend criterion (&gt;30% decline over ten years or three generations). The population size is extremely large, and hence does not approach the thresholds for Vulnerable under the population size criterion (&lt;10,000 mature individuals with a continuing decline estimated to be &gt;10% in ten years or three generations, or with a specified population structure). For these reasons the species is evaluated as Least Concern.","","","The global population is estimated to number 8,800,000 mature individuals (Partners in Flight 2019).","Increasing","","","Terrestrial","","Nearctic",NA,"false","false","Global",0,1,0,0
"Black-chinned Sparrow","BCSP","Spizella atrogularis","SPIATG","GorriÛn Barba Negra",0,0,0,0,0,NA,0,NA,NA,NA,NA,0,NA,0,NA,"Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",192,"BL3","Black-chinned Sparrow",50,0,0,0,0,0,0,0,50,0,"Omnivore",0,0,100,0,0,0,0,0,1,0,"Passerellidae","Passeriformes",5,2,3,0,4,10.5,6,3.9,4.9,17.9,60.6,9.1,50.4,15.2,64.8,11.3,"Shrubland",2,2,"Omnivore","Omnivore","Generalist",NA,NA,NA,NA,NA,NA,NA,NA,"S5","G5",136929897,22721185,"Least Concern","",2021,"2020-11-06 00:00:00 UTC",3.1,"English","This species has an extremely large range, and hence does not approach the thresholds for Vulnerable under the range size criterion (Extent of Occurrence &lt;20,000 km<sup>2</sup> combined with a declining or fluctuating range size, habitat extent/quality, or population size and a small number of locations or severe fragmentation). Despite the fact that the population trend appears to be decreasing, the decline is not believed to be sufficiently rapid to approach the thresholds for Vulnerable under the population trend criterion (&gt;30% decline over ten years or three generations). The population size is extremely large, and hence does not approach the thresholds for Vulnerable under the population size criterion (&lt;10,000 mature individuals with a continuing decline estimated to be &gt;10% in ten years or three generations, or with a specified population structure). For these reasons the species is evaluated as Least Concern.","","","The global population is inferred to number 1,100,000 mature individuals (Partners in Flight 2019).","Decreasing","","","Terrestrial","","Nearctic|Neotropical",NA,"false","false","Global",50,0,1,1
"Black-crowned Night-Heron","BCNH","Nycticorax nycticorax","NYCNYC","Garza Nocturna Corona Negra",0,0,0,0,0,"Wading Bird",0,NA,NA,NA,NA,0,NA,0,NA,"Nonpasseriformes","Pelecaniformes","Ardeidae","Herons and egrets",25,"BL3","Black-crowned Night-heron",30,20,30,20,0,0,0,0,0,0,"VertFishScav",0,50,50,0,0,0,0,0,1,0,"Ardeidae","Pelecaniformes",10,4,4,2,4,80.5,56.7,12.1,18.6,69.2,285.7,92.7,187.8,33.1,95.8,810,"Wetland",3,3,"Carnivore","Aquatic predator","Terrestrial",NA,NA,NA,NA,NA,NA,NA,NA,"S3","G5",155515762,22697211,"Least Concern","",2019,"2016-10-01 00:00:00 UTC",3.1,"English","This species has an extremely large range, and hence does not approach the thresholds for Vulnerable under the range size criterion (Extent of Occurrence &lt;20,000 km<sup>2</sup> combined with a declining or fluctuating range size, habitat extent/quality, or population size and a small number of locations or severe fragmentation). The population trend appears to be stable therefore it is not thought to approach the thresholds for Vulnerable under the population trend criterion (&gt;30% decline over ten years or three generations). The population size is very large, and hence does not approach the thresholds for Vulnerable under the population size criterion (&lt;10,000 mature individuals with a continuing decline estimated to be &gt;10% in ten years or three generations, or with a specified population structure). For these reasons the species is evaluated as Least Concern.","<strong>Behaviour</strong> Northern populations of this species are migratory, with those breeding in the western Palearctic travelling on a broad front across the Sahara (del Hoyo <em>et al.</em> 1992) and those breeding in North American travelling on a narrow front along the Atlantic and Pacific coasts (Kushlan and Hancock 2005). Post-breeding southward movements occur from September to October and return northward movements occur from March to May (Kushlan and Hancock 2005). Tropical populations are not migratory but may undergo seasonal post-breeding dispersive movements (del Hoyo <em>et al.</em> 1992). In temperate regions breeding occurs in the local spring, with tropical and subtropical nesting generally coinciding with the rains (Kushlan and Hancock 2005). The species usually nests in small numbers (Snow and Perrins 1998) in single- or mixed-species colonies (del Hoyo <em>et al.</em> 1992), although sometimes groups may reach several thousand pairs (del Hoyo <em>et al.</em> 1992). When nesting within mixed-species colonies the species tends to form monospecific clusters (Kushlan and Hancock 2005). The species's aggregatory behaviour outside of the breeding season varies much throughout its range, some populations (e.g. in America) remaining highly gregarious throughout the year (Snow and Perrins 1998) and gathering in flocks of hundreds or even thousands to roost (del Hoyo <em>et al.</em> 1992), others (e.g. Palearctic breeders) being largely solitary except when roosting or on migration (Snow and Perrins 1998) (roosting flocks of 2-6 to 200 are known in Africa (Brown <em>et al.</em> 1992) and small flocks occur on migration) (del Hoyo <em>et al.</em> 1992). The species is largely crepuscular and nocturnal, but may feed diurnally especially during the breeding season (del Hoyo <em>et al.</em> 1992). <strong>Habitat</strong> The species inhabits fresh, brackish or saline waters with aquatic vegetation and bamboo or trees (e.g. pine, oak or mangroves) for roosting and nesting in (del Hoyo <em>et al.</em> 1992), showing a preference for islands or predator-free areas for nesting sites (Kushlan and Hancock 2005). It occupies the forested margins of shallow rivers, streams, lagoons, pools, ponds, lakes, marshes and mangroves and may feed on pastures, reservoirs, canals, aquaculture ponds (del Hoyo <em>et al.</em> 1992) and rice-fields (up to 96 % of a colony's food resources may be taken from nearby rice-fields) (Kushlan and Hancock 2005). On migration the species may also frequent dry grasslands or marine coasts (del Hoyo <em>et al.</em> 1992), kelp beds (Kushlan and Hancock 2005) and estuaries (Hockey <em>et al.</em> 2005). It breeds up to 4,800 m (Chile) (Kushlan and Hancock 2005) but is more common at elevations of up to c.2,000 m (Snow and Perrins 1998). <strong>Diet</strong> It is an opportunistic feeder taking fish, frogs, tadpoles, turtles, snakes, lizards, adult and larval insects (del Hoyo <em>et al.</em> 1992) (e.g. beetles, bugs, grasshoppers, crickets, flies and dragonflies) (Kushlan and Hancock 2005), spiders, crustaceans, molluscs, leeches, small rodents, bats and the eggs and chicks of other bird species (del Hoyo <em>et al.</em> 1992). <strong>Breeding site</strong> The nest is platform constructed of sticks and vegetation (del Hoyo <em>et al.</em> 1992, Kushlan and Hancock 2005) placed 2-50 m above water or on dry ground near water (Snow and Perrins 1998) in trees, bushes, reedbeds, on cliff ledges (del Hoyo <em>et al.</em> 1992) (overhanging rivers) (Hockey <em>et al.</em> 2005) and on the ground (del Hoyo <em>et al.</em> 1992) in protected sites (Kushlan and Hancock 2005). The species nests close together in single- and mixed-species colonies (del Hoyo <em>et al.</em> 1992) with as many as 20-30 pairs in the same tree (Kushlan and Hancock 2005). Colony sites may be reused in consecutive years or flocks may move to new sites (usually such movements are a result of nesting trees being destroyed due to the colony's nesting activities) (Kushlan and Hancock 2005). Colony sites are dispersed throughout the landscape in relation to distance from feeding areas (Kushlan and Hancock 2005).  <strong>Management information</strong> A study carried out in north-west Italy suggests that existing nesting sites should be protected and that breeding habitats should be actively managed in order to maintain suitable habitat characteristics (Fasola and Alieri 1992). The creation of a network of new nesting sites spaced at 4-10 km in relation to available foraging habitats in zones currently without suitable nesting sites is also recommended (Fasola and Alieri 1992).","The species is threatened by wetland drainage and destruction (del Hoyo <em>et al.</em> 1992, Kushlan and Hancock 2005) and by drought in wintering areas (Hafner and Kushlan 2002). It is highly susceptible to pesticides (del Hoyo <em>et al.</em> 1992, Kwon <em>et al.</em> 2004, Kushlan and Hancock 2005) such as organophosphates, carbamates (Kwon <em>et al.</em> 2004) and DDE (a breakdown product of DDT) which negatively affect hatching success (Kushlan and Hancock 2005). There are also cases of genetic damage to chicks as a result of petroleum contamination (Custer 2000). The species is susceptible to avian influenza (Melville and Shortridge 2006) and Newcastle disease so may be threatened by future outbreaks (Kuiken <em>et al.</em> 2006). It is also persecuted (anti-predation killing) at aquaculture facilities due to its depredation on fish stocks (Kushlan and Hancock 2005), and has suffered declines due to the exploitation of chicks from nesting colonies in the past (del Hoyo <em>et al.</em> 1992). <strong>Utilisation</strong> Chicks of the species are still taken for food in some areas (e.g. Madagascar) (Kushlan and Hancock 2005, Hafner 200) and adults are hunted and traded at traditional medicine markets in Nigeria (Nikolaus 2001).","The global   population is estimated to number c.570,000-3,730,000 individuals (Wetlands   International 2015).&#160;The European population is estimated at 60,000-86,100 pairs, which equates to 120,000-172,000 mature individuals (BirdLife International 2015).&#160;National population estimates include: c.100,000-1   million breeding pairs, &gt;c.10,000 individuals on migration and   &gt;c.10,000 wintering individuals in China; c.100,000-1 million breeding   pairs in Taiwan; c.10,000-100,000 breeding pairs and c.50-1,000 wintering   individuals in Korea and c.10,000-100,000 breeding pairs and c.1,000-10,000   individuals on migration in Japan (Brazil 2009).","Decreasing","","","Terrestrial|Freshwater (=Inland waters)|Marine","<strong>Conservation Actions Underway</strong><br/>The species is listed on Annex I of the EU Birds Directive, Annex II of the Bern Convention and Annex II of the Convention on Migratory Species, under which it is covered by the African-Eurasian Waterbird Agreement (AEWA).<br/><br/><strong>Conservation Actions Proposed</strong><br/>The following information refers to the species's European range only: A study carried out in north-west Italy suggests that existing nesting sites should be protected and that breeding habitats should be actively managed in order to maintain suitable habitat characteristics (Fasola and Alieri 1992). The creation of a network of new nesting sites spaced at 4‚Äì10 km in relation to available foraging habitats in zones currently without suitable nesting sites is also recommended (Fasola and Alieri 1992). Measures should: Sustainably manage river valleys and reed marshes, including the reduction of water pollution and fish overexploitation and minimize disturbance from recreation at the breeding sites.","Afrotropical|Antarctic|Indomalayan|Nearctic|Neotropical|Oceanian|Palearctic",NA,"false","false","Global",0,0,0,0
"Black-headed Grosbeak","BHGR","Pheucticus melanocephalus","PHEMEL","Picogordo Tigrillo",0,0,0,0,0,NA,0,NA,NA,NA,NA,0,NA,0,NA,"Passeriformes","Passeriformes","Cardinalidae","Grosbeaks, saltators and allies",194,"BL3","Black-headed Grosbeak",70,0,0,0,0,0,20,0,10,0,"Invertebrate",0,0,10,0,40,50,0,0,1,0,"Cardinalidae","Passeriformes",17,8,9,0,10,19.1,13,9.1,12.1,22.9,100.5,24.3,76,24.2,72.8,47.1,"Forest",2,3,"Carnivore","Invertivore","Insessorial",NA,NA,NA,NA,NA,NA,NA,NA,"S5","G5",94835325,22723816,"Least Concern","",2016,"2016-10-01 00:00:00 UTC",3.1,"English","This species has an extremely large range, and hence does not approach the thresholds for Vulnerable under the range size criterion (Extent of Occurrence &lt;20,000 km2 combined with a declining or fluctuating range size, habitat extent/quality, or population size and a small number of locations or severe fragmentation). The population trend appears to be increasing, and hence the species does not approach the thresholds for Vulnerable under the population trend criterion (&gt;30% decline over ten years or three generations). The population size is extremely large, and hence does not approach the thresholds for Vulnerable under the population size criterion (&lt;10,000 mature individuals with a continuing decline estimated to be &gt;10% in ten years or three generations, or with a specified population structure). For these reasons the species is evaluated as Least Concern.","","","","Increasing","","","Terrestrial","","Nearctic|Neotropical",NA,"false","false","Global",30,0,1,1
"Black-necked Stilt","BNST","Himantopus mexicanus","HIMMEX","Monjita Americana",0,0,0,0,1,"Shorebird",0,NA,NA,NA,NA,0,NA,0,NA,"Nonpasseriformes","Charadriiformes","Recurvirostridae","Stilts and avocets",53,"BL3","Black-necked Stilt",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,100,0,0,0,0,0,0,1,0,"Recurvirostridae","Charadriiformes",11,5,6,0,8,66.6,50.1,4.5,4.7,106.7,223.7,117.5,109.1,51.9,73.6,176.8,"Wetland",3,2,"Carnivore","Aquatic predator","Terrestrial",NA,NA,NA,NA,NA,NA,NA,NA,"S2","G5",155440465,22727969,"Least Concern","",2019,"2016-10-01 00:00:00 UTC",3.1,"English","This species has an extremely large range, and hence does not approach the thresholds for Vulnerable under the range size criterion (Extent of Occurrence &lt;20,000 km<sup>2</sup> combined with a declining or fluctuating range size, habitat extent/quality, or population size and a small number of locations or severe fragmentation). The population trend is unclear but it is not thought to approach the thresholds for Vulnerable under the population trend criterion (&gt;30% decline over ten years or three generations). The population size is very large, and hence does not approach the thresholds for Vulnerable under the population size criterion (&lt;10,000 mature individuals with a continuing decline estimated to be &gt;10% in ten years or three generations, or with a specified population structure). For these reasons the species is evaluated as Least Concern.","<strong>Behaviour</strong> Northern populations of this species make long-distance migratory movements, travelling southwards to their wintering grounds between August and November and returning to their breeding areas between March and April (Hayman <em>et al.</em> 1986). In more temperate regions the species is sedentary or only locally dispersive however (del Hoyo <em>et al.</em> 1996). The species breeds solitarily or in loose colonies of 2-50 or occasionally up to several hundred pairs (Urban <em>et al.</em> 1986, del Hoyo <em>et al.</em> 1996). It is typically a gregarious species, occurring in small groups (Snow and Perrins 1998) (up to 15 individuals) (Urban <em>et al.</em> 1986, del Hoyo <em>et al.</em> 1996) or larger flocks of several hundred up to a thousand individuals on migration, during the winter (Urban <em>et al.</em> 1986, Snow and Perrins 1998) and at nightly roosts (Urban <em>et al.</em> 1986). <strong>Habitat</strong> <em>Breeding</em> The species typically breeds in shallow freshwater and brackish wetlands with sand, mud or clay substrates and open margins, islets or spits near water level (Snow and Perrins 1998). Suitable habitats include marshes and swamps, shallow lake edges, riverbeds, flooded fields (del Hoyo <em>et al.</em> 1996), irrigated areas (Snow and Perrins 1998), sewage ponds (del Hoyo <em>et al.</em> 1996) and fish-ponds (Snow and Perrins 1998). The species may also breed around alkaline and high-altitude (montane) lakes (del Hoyo <em>et al.</em> 1996) or in more saline environments such as river deltas, estuaries (Snow and Perrins 1998), coastal lagoons (Johnsgard 1981, Snow and Perrins 1998) and shallow coastal pools with extensive areas of mudflats, salt meadows (Johnsgard 1981), saltpans, coastal marshes (del Hoyo <em>et al.</em> 1996) and swamps (Snow and Perrins 1998). <em>Non-breeding</em> Outside of the breeding season the species occupies the shores of large inland waterbodies and estuarine or coastal habitats (del Hoyo <em>et al.</em> 1996) such as river deltas (Snow and Perrins 1998), coastal lagoons (Johnsgard 1981, Snow and Perrins 1998) and shallow freshwater or brackish pools with extensive areas of mudflats, salt meadows (Johnsgard 1981), saltpans, coastal marshes (del Hoyo <em>et al.</em> 1996) and swamps (Snow and Perrins 1998). <strong>Diet</strong> Its diet is strongly seasonal (del Hoyo <em>et al.</em> 1996) but generally includes adult and larval aquatic insects (e.g. Coleoptera, Ephemeroptera, Trichoptera, Hemiptera, Odonata, Diptera, Neuroptera and Lepidoptera), molluscs, crustaceans, spiders, oligochaete and polychaete worms, tadpoles (del Hoyo <em>et al.</em> 1996) and amphibian spawn (Urban <em>et al.</em> 1986), small fish, fish eggs (del Hoyo <em>et al.</em> 1996) and occasionally seeds (Urban <em>et al.</em> 1986). <strong>Breeding site</strong> The nest is a depression (Flint <em>et al.</em> 1984) or shallow scrape positioned on hard ground near water on a hummock (Flint <em>et al.</em> 1984) or amongst grass and sedge (del Hoyo <em>et al.</em> 1996). Alternatively the nest may be a more elaborate platform of vegetation (Snow and Perrins 1998) constructed on a floating mass of aquatic vegetation (del Hoyo <em>et al.</em> 1996). The species nests singly or in loose colonies (del Hoyo <em>et al.</em> 1996), showing a preference for open areas close to foraging sites with good all-round (360 degree) visibility (Johnsgard 1981).","","The global   population is estimated to number c.450,000-780,000 individuals (Wetlands   International 2015).&#160;The European population is estimated at 53,900-75,700 pairs, which equates to 108,000-151,000 mature individuals (BirdLife International 2015).","Increasing","","","Terrestrial|Freshwater (=Inland waters)|Marine","","Afrotropical|Australasian|Indomalayan|Nearctic|Neotropical|Oceanian|Palearctic",NA,"false","false","Global",0,0,0,0
"Black-tailed Gnatcatcher","BTGN","Polioptila melanura","POLMEL","Perlita del Desierto",0,0,0,0,0,NA,1,"Desert","Desert","Distinctive",NA,0,NA,1,"Desert","Passeriformes","Passeriformes","Polioptilidae","Gnatcatchers",172,"BL3","Black-tailed Gnatcatcher",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,50,50,0,0,0,1,0,"Polioptilidae","Passeriformes",4,2,2,0,4,10.7,6.5,2.5,2.5,16.1,47.8,5.7,42.1,11.9,54.8,5.2,"Shrubland",3,1,"Carnivore","Invertivore","Insessorial",NA,NA,NA,NA,NA,NA,NA,NA,"S5","G5",132099574,22711588,"Least Concern","",2018,"2018-08-09 00:00:00 UTC",3.1,"English","This species has an extremely large range, and hence does not approach the thresholds for Vulnerable under the range size criterion (Extent of Occurrence &lt;20,000 km2 combined with a declining or fluctuating range size, habitat extent/quality, or population size and a small number of locations or severe fragmentation). Despite the fact that the population trend appears to be decreasing, the decline is not believed to be sufficiently rapid to approach the thresholds for Vulnerable under the population trend criterion (&gt;30% decline over ten years or three generations). The population size is extremely large, and hence does not approach the thresholds for Vulnerable under the population size criterion (&lt;10,000 mature individuals with a continuing decline estimated to be &gt;10% in ten years or three generations, or with a specified population structure). For these reasons the species is evaluated as Least Concern.","","","","Decreasing","","","Terrestrial","","Nearctic",NA,"false","false","Global",0,0,0,1
"Black-throated Gray Warbler","BTYW","Setophaga nigrescens","SETNIG","Chipe NegrogrÌs",0,0,0,0,0,NA,0,NA,NA,NA,NA,0,NA,0,NA,"Passeriformes","Passeriformes","Parulidae","New World warblers",171,"BL3","Black-throated Grey Warbler",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,100,0,0,0,0,1,0,"Parulidae","Passeriformes",10,5,5,0,4,12.1,6.9,3.4,3.7,18.2,63.2,14.8,48.5,23.4,49,8.7,"Forest",1,3,"Carnivore","Invertivore","Insessorial",NA,NA,NA,NA,NA,NA,2,NA,"S4","G5",137231762,22721679,"Least Concern","",2021,"2020-10-27 00:00:00 UTC",3.1,"English","This species has an extremely large range, and hence does not approach the thresholds for Vulnerable under the range size criterion (Extent of Occurrence &lt;20,000 km<sup>2</sup> combined with a declining or fluctuating range size, habitat extent/quality, or population size and a small number of locations or severe fragmentation). Despite the fact that the population trend appears to be decreasing, the decline is not believed to be sufficiently rapid to approach the thresholds for Vulnerable under the population trend criterion (&gt;30% decline over ten years or three generations). The population size is extremely large, and hence does not approach the thresholds for Vulnerable under the population size criterion (&lt;10,000 mature individuals with a continuing decline estimated to be &gt;10% in ten years or three generations, or with a specified population structure). For these reasons the species is evaluated as Least Concern.","","","The global population is estimated to number 3.2 million mature individuals (Partners in Flight 2019).","Decreasing","","","Terrestrial","","Nearctic|Neotropical",NA,"false","false","Global",0,0,0,1
"Black-throated Sparrow","BTSP","Amphispiza bilineata","AMPBIL","Zacatonero Garganta Negra",0,0,0,0,0,NA,0,"Desert",NA,NA,NA,0,NA,1,"Desert","Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",192,"BL3","Black-throated Sparrow",50,0,0,0,0,0,0,0,50,0,"Omnivore",0,0,100,0,0,0,0,0,1,0,"Passerellidae","Passeriformes",6,2,4,0,6,11.7,8.2,4.6,5.9,18.1,63.5,11.3,52.2,17.7,64.8,13.5,"Shrubland",2,2,"Omnivore","Omnivore","Generalist",NA,NA,NA,NA,NA,NA,2,NA,"S5","G5",138490451,22721194,"Least Concern","",2021,"2020-11-06 00:00:00 UTC",3.1,"English","This species has an extremely large range, and hence does not approach the thresholds for Vulnerable under the range size criterion (Extent of Occurrence &lt;20,000 km<sup>2</sup> combined with a declining or fluctuating range size, habitat extent/quality, or population size and a small number of locations or severe fragmentation). Despite the fact that the population trend appears to be decreasing, the decline is not believed to be sufficiently rapid to approach the thresholds for Vulnerable under the population trend criterion (&gt;30% decline over ten years or three generations). The population size is extremely large, and hence does not approach the thresholds for Vulnerable under the population size criterion (&lt;10,000 mature individuals with a continuing decline estimated to be &gt;10% in ten years or three generations, or with a specified population structure). For these reasons the species is evaluated as Least Concern.","","","The global population is inferred to number 62 million mature individuals (Partners in Flight 2019).","Decreasing","","","Terrestrial","","Nearctic|Neotropical",NA,"false","false","Global",50,0,1,1
"Blue Grosbeak","BLGR","Passerina caerulea","PASCAE","Picogordo Azul",0,0,0,0,0,NA,0,NA,NA,NA,NA,0,NA,0,NA,"Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",192,"BL3","Blue Grosbeak",40,0,0,0,0,0,20,0,30,10,"Omnivore",0,0,100,0,0,0,0,0,1,0,"Cardinalidae","Passeriformes",22,7,14,1,7,17,12.3,7.4,10.9,20.3,86.1,19.9,67.2,22.9,64.4,27.4,"Forest",2,3,"Carnivore","Invertivore","Generalist",NA,NA,NA,NA,NA,NA,NA,NA,"S5","G5",132170886,22723939,"Least Concern","",2018,"2018-08-09 00:00:00 UTC",3.1,"English","This species has an extremely large range, and hence does not approach the thresholds for Vulnerable under the range size criterion (Extent of Occurrence &lt;20,000 km2 combined with a declining or fluctuating range size, habitat extent/quality, or population size and a small number of locations or severe fragmentation). The population trend appears to be increasing, and hence the species does not approach the thresholds for Vulnerable under the population trend criterion (&gt;30% decline over ten years or three generations). The population size is extremely large, and hence does not approach the thresholds for Vulnerable under the population size criterion (&lt;10,000 mature individuals with a continuing decline estimated to be &gt;10% in ten years or three generations, or with a specified population structure). For these reasons the species is evaluated as Least Concern.","","","","Increasing","","","Terrestrial","","Nearctic|Neotropical",NA,"false","false","Global",50,0,1,1
